,t,Y,C
0,0.0,-67.56591796875,0.0
1,5e-05,-67.5048828125,0.0
2,0.0001,-67.5048828125,0.0
3,0.00015000000000000001,-67.535400390625,0.0
4,0.0002,-67.535400390625,0.0
5,0.00025,-67.5048828125,0.0
6,0.00030000000000000003,-67.5048828125,0.0
7,0.00035,-67.535400390625,0.0
8,0.0004,-67.535400390625,0.0
9,0.00045000000000000004,-67.56591796875,0.0
10,0.0005,-67.596435546875,0.0
11,0.00055,-67.535400390625,0.0
12,0.0006000000000000001,-67.56591796875,0.0
13,0.0006500000000000001,-67.56591796875,0.0
14,0.0007,-67.535400390625,0.0
15,0.00075,-67.5048828125,0.0
16,0.0008,-67.535400390625,0.0
17,0.0008500000000000001,-67.535400390625,0.0
18,0.0009000000000000001,-67.5048828125,0.0
19,0.00095,-67.535400390625,0.0
20,0.001,-67.56591796875,0.0
21,0.0010500000000000002,-67.535400390625,0.0
22,0.0011,-67.5048828125,0.0
23,0.00115,-67.56591796875,0.0
24,0.0012000000000000001,-67.535400390625,0.0
25,0.00125,-67.535400390625,0.0
26,0.0013000000000000002,-67.596435546875,0.0
27,0.00135,-67.596435546875,0.0
28,0.0014,-67.596435546875,0.0
29,0.0014500000000000001,-67.535400390625,0.0
30,0.0015,-67.596435546875,0.0
31,0.0015500000000000002,-67.56591796875,0.0
32,0.0016,-67.56591796875,0.0
33,0.00165,-67.596435546875,0.0
34,0.0017000000000000001,-67.596435546875,0.0
35,0.00175,-67.626953125,0.0
36,0.0018000000000000002,-67.596435546875,0.0
37,0.00185,-67.56591796875,0.0
38,0.0019,-67.596435546875,0.0
39,0.0019500000000000001,-67.596435546875,0.0
40,0.002,-67.626953125,0.0
41,0.00205,-67.56591796875,0.0
42,0.0021000000000000003,-67.56591796875,0.0
43,0.00215,-67.535400390625,0.0
44,0.0022,-67.535400390625,0.0
45,0.0022500000000000003,-67.56591796875,0.0
46,0.0023,-67.535400390625,0.0
47,0.00235,-67.535400390625,0.0
48,0.0024000000000000002,-67.56591796875,0.0
49,0.00245,-67.535400390625,0.0
50,0.0025,-67.596435546875,0.0
51,0.00255,-67.535400390625,0.0
52,0.0026000000000000003,-67.5048828125,0.0
53,0.00265,-67.56591796875,0.0
54,0.0027,-67.596435546875,0.0
55,0.0027500000000000003,-67.626953125,0.0
56,0.0028,-67.56591796875,0.0
57,0.00285,-67.535400390625,0.0
58,0.0029000000000000002,-67.596435546875,0.0
59,0.00295,-67.596435546875,0.0
60,0.003,-67.626953125,0.0
61,0.00305,-67.535400390625,0.0
62,0.0031000000000000003,-67.5048828125,0.0
63,0.00315,-67.535400390625,0.0
64,0.0032,-67.535400390625,0.0
65,0.0032500000000000003,-67.596435546875,0.0
66,0.0033,-67.535400390625,0.0
67,0.00335,-67.535400390625,0.0
68,0.0034000000000000002,-67.535400390625,0.0
