1.264004235758532380e+00,5.697368173992670148e-02,9.640144488661237521e-01,1.919736668373239086e+00,8.830266924325250955e+00,1.721134645140887764e+00,-2.187612910263233346e+00,-1.147494773086551040e-01,8.094678196773793744e+00,1.284152656597059661e+01,nan,nan
4.730812655505645115e-01,3.585212307407658061e-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1.270405233836154446e+00,1.701302207321021775e+00,2.047506638142232660e+00,-1.120139210330872492e+00,-6.575557446003988948e-01,6.002516485977240634e+00,nan,nan,nan,nan,nan,nan
4.969280358170653500e+00,4.223610334365503149e+00,4.237293525574225228e+00,3.380571741085441673e+00,-1.320345486463949891e+00,3.273446356816136049e+00,-1.615052329680619181e+00,1.272909473895686761e+00,5.108039150426616493e-01,7.520118469959427898e+00,nan,nan
2.494916749106451448e+00,2.154008092088874005e+00,1.820490861465770438e+00,8.894000175481265869e-01,-1.499645655497767960e+00,-7.029047741006031469e-01,-1.129624939546200579e+00,2.228887669490004164e+00,6.699498650564161828e+00,5.936557050470428365e+00,nan,nan
4.986441601498819987e-01,1.947791069654196128e-01,1.265144365481437605e+00,1.086683818691814629e+00,-6.330669634955500211e-03,2.750550272153806208e+00,-7.379106419060120770e-01,1.856363548563298327e+00,-6.633433850041435820e-01,7.958798264190174443e+00,1.033960370186219535e+01,nan
-2.102707314264201932e-01,-5.831262065467809896e-02,6.882429554002092997e-01,6.615520633505981296e-01,-1.905704042539495990e+00,1.378488778197548781e+00,-8.579861477137148418e-01,5.738579588824964439e+00,4.992816270809386836e+00,7.394149615230852568e+00,nan,nan
-1.716994232172672996e+00,9.267029313365622301e-01,1.325225678860938316e+01,9.211111864895759282e+00,-4.144223851508948009e+00,4.837611168969000452e+00,-3.258347991645506703e+00,nan,nan,nan,nan,nan
1.230345036597931374e+00,2.298221121909365117e-01,1.489210404733293247e+00,-2.309291962042835100e-01,7.313331408150630653e-01,2.516066691032629254e+00,9.381329555000299941e-03,2.500521238336008256e+00,6.083256298679727614e+00,5.862369684345258847e+00,nan,nan
1.034872979661742631e+00,6.390028505957310312e-01,1.801444289110271990e+00,8.849886479969669428e-02,-5.581043876488939876e-02,7.827167025512378196e-01,2.364774967401805039e+00,7.285949318472773051e+00,7.367814905140599890e+00,5.631693843767192398e+00,7.941086404971990476e+00,nan
7.990703981225707464e-01,-2.356540612219050423e+00,3.546203923669408731e+00,1.434928778013752904e-01,9.087960749664800164e-02,2.723179718339542532e+00,-1.712746206680764605e+00,4.284359384389448522e+00,-8.009344245849148169e-01,nan,nan,nan
4.369278796727780190e-01,-5.607501302350067496e-01,5.747797553480322730e-01,-4.194978165279799054e-01,3.621896583856327734e-01,9.587328253460494221e-01,8.690318942911549882e-02,1.615581105136299378e+00,9.522929966445632388e-01,3.959484265543231185e+00,2.776845307111890904e+01,nan
3.684914914503072958e-01,-1.779666701333429524e+00,3.927529222571791934e+00,-1.271421183954078993e-01,8.390389348291208416e-01,1.981558236978174792e+00,-8.475230779530840142e-02,4.001304057413341830e+00,5.066941770184249627e+00,1.073947588173860801e+01,nan,nan
2.562415900863824980e+00,3.616405558545732202e-01,1.663306117191401645e+00,4.274630830115280777e-01,5.094331225959853882e-01,1.076796105880754473e+00,-7.656520801741429905e-01,6.709440048602751894e+00,-2.746542408682797642e+00,4.657995324905231271e+00,nan,nan
-5.102425130800650188e-02,1.555096992798590455e-05,1.159659249786234803e+00,-1.476035093954619903e-01,8.637854132913960203e-01,7.299664564949768231e-01,1.699689407787319945e-02,4.429299110733330380e+00,-3.067547957211766985e-01,1.125433670621717752e+01,nan,nan
