,L1,L2,obj
0,0.14999999999999997,0.14999999999999997,0.39211663332166924
1,0.1500000104308128,0.14999999999999997,0.39211663332166924
2,0.14999999999999997,0.1500000104308128,0.39211663332166924
3,0.24191479623283962,0.1648637435735794,2.6643510112971676
4,0.24191480666365245,0.1648637435735794,2.6643513017841416
5,0.24191479623283962,0.16486375400439224,2.6643510112971676
6,-0.46508520376716034,0.1648637435735794,inf
7,-0.4650851933363475,0.1648637435735794,inf
8,-0.46508520376716034,0.16486375400439224,inf
9,0.24191479623283962,0.1648637435735794,2.6643510112971676
10,0.24191480666365245,0.1648637435735794,2.6643513017841416
11,0.24191479623283962,0.16486375400439224,2.6643510112971676
12,-0.46508520376716034,0.1648637435735794,inf
13,-0.11158520376716037,0.1648637435735794,4.0887252017645555
14,0.08750562409160145,0.1648637435735794,0.015807312828348533
15,0.08750563452241428,0.1648637435735794,0.015807334952658587
16,0.08750562409160145,0.16486375400439224,0.015807312828348533
17,0.07477584883510396,0.1648637435735794,5.9956919117263215e-05
18,0.07477585926591679,0.1648637435735794,5.9956298909217995e-05
19,0.07477584883510396,0.16486375400439224,5.9956919117263215e-05
20,0.07512297023787151,0.1648637435735794,6.268989661634598e-05
21,0.07512298066868439,0.1648637435735794,6.269204505259317e-05
22,0.07512297023787151,0.16486375400439224,6.268989661634598e-05
23,0.07495371221065028,0.1648637435735794,5.8348178522413714e-05
24,0.07495372264146316,0.1648637435735794,5.8349609351107956e-05
25,0.07495371221065028,0.16486375400439224,5.8348178522413714e-05
26,0.07482963251159369,0.1648637435735794,5.88012270120883e-05
27,0.07482964294240652,0.1648637435735794,5.88017898698766e-05
28,0.07482963251159369,0.16486375400439224,5.88012270120883e-05
29,0.0749211135981358,0.1648637435735794,5.817249499050972e-05
30,0.07492112402894868,0.1648637435735794,5.817275274873777e-05
31,0.0749211135981358,0.16486375400439224,5.817249499050972e-05
32,0.07487846596000064,0.1648637435735794,5.8255483827570913e-05
33,0.07487847639081346,0.1648637435735794,5.8254825525987435e-05
34,0.07487846596000064,0.16486375400439224,5.8255483827570913e-05
35,0.0748990699338235,0.1648637435735794,5.816527167767706e-05
36,0.07489908036463633,0.1648637435735794,5.816610787503774e-05
37,0.0748990699338235,0.16486375400439224,5.816527167767706e-05
38,0.07489026662382597,0.1648637435735794,5.819574828106383e-05
39,0.0748902770546388,0.1648637435735794,5.8195351416916814e-05
40,0.07489026662382597,0.16486375400439224,5.819574828106383e-05
41,0.0748956912025791,0.1648637435735794,5.8177754882831126e-05
42,0.07489570163339193,0.1648637435735794,5.8176934158687186e-05
43,0.0748956912025791,0.16486375400439224,5.8177754882831126e-05
44,0.07489750555970465,0.1648637435735794,5.816888719581173e-05
45,0.07489751599051747,0.1648637435735794,5.816845071593941e-05
46,0.07489750555970465,0.16486375400439224,5.816888719581173e-05
47,0.07489843948780067,0.1648637435735794,5.81708978969978e-05
48,0.0748984499186135,0.1648637435735794,5.817008870064596e-05
49,0.07489843948780067,0.16486375400439224,5.81708978969978e-05
50,0.07489880898171197,0.1648637435735794,5.8167883269019584e-05
51,0.07489881941252485,0.1648637435735794,5.816793948667908e-05
52,0.07489880898171197,0.16486375400439224,5.8167883269019584e-05
53,0.07489708051972377,0.1648637435735794,5.8172518838654384e-05
54,0.0748970909505366,0.1648637435735794,5.81725616584791e-05
55,0.07489708051972377,0.16486375400439224,5.8172518838654384e-05
56,0.07489857508379216,0.1648637435735794,5.816880925696187e-05
57,0.07489858551460499,0.1648637435735794,5.8168578471413846e-05
58,0.07489857508379216,0.16486375400439224,5.816880925696187e-05
59,0.07489872477646398,0.1648637435735794,5.816923258677024e-05
60,0.0748987352072768,0.1648637435735794,5.816902827804621e-05
61,0.07489872477646398,0.16486375400439224,5.816923258677024e-05
62,0.07489880290336265,0.1648637435735794,5.8168988453781624e-05
63,0.07489881333417547,0.1648637435735794,5.816793948667908e-05
64,0.07489880290336265,0.16486375400439224,5.8168988453781624e-05
65,0.07489880894557654,0.1648637435735794,5.8167883269019584e-05
66,0.07489881937638937,0.1648637435735794,5.816793948667908e-05
67,0.07489880894557654,0.16486375400439224,5.8167883269019584e-05
68,0.07489880897407669,0.1648637435735794,5.8167883269019584e-05
69,0.07489881940488952,0.1648637435735794,5.816793948667908e-05
70,0.07489880897407669,0.16486375400439224,5.8167883269019584e-05
71,0.07489880898009871,0.1648637435735794,5.8167883269019584e-05
72,0.07489881941091153,0.1648637435735794,5.816793948667908e-05
73,0.07489880898009871,0.16486375400439224,5.8167883269019584e-05
74,0.07489880898137108,0.1648637435735794,5.8167883269019584e-05
75,0.0748988194121839,0.1648637435735794,5.816793948667908e-05
76,0.07489880898137108,0.16486375400439224,5.8167883269019584e-05
77,0.07489880898163997,0.1648637435735794,5.8167883269019584e-05
78,0.0748988194124528,0.1648637435735794,5.816793948667908e-05
79,0.07489880898163997,0.16486375400439224,5.8167883269019584e-05
80,0.07489880898169676,0.1648637435735794,5.8167883269019584e-05
81,0.07489881941250959,0.1648637435735794,5.816793948667908e-05
82,0.07489880898169676,0.16486375400439224,5.8167883269019584e-05
83,0.07489880898170875,0.1648637435735794,5.8167883269019584e-05
84,0.07489881941252158,0.1648637435735794,5.816793948667908e-05
85,0.07489880898170875,0.16486375400439224,5.8167883269019584e-05
86,0.07489880898170626,0.1648637435735794,5.8167883269019584e-05
87,0.07489881941251908,0.1648637435735794,5.816793948667908e-05
88,0.07489880898170626,0.16486375400439224,5.8167883269019584e-05
89,0.0748988089817042,0.1648637435735794,5.8167883269019584e-05
90,0.07489881941251708,0.1648637435735794,5.816793948667908e-05
91,0.0748988089817042,0.16486375400439224,5.8167883269019584e-05
92,0.07489880898170581,0.1648637435735794,5.8167883269019584e-05
93,0.07489881941251864,0.1648637435735794,5.816793948667908e-05
94,0.07489880898170581,0.16486375400439224,5.8167883269019584e-05
95,0.07489880898170548,0.1648637435735794,5.8167883269019584e-05
96,0.07489881941251836,0.1648637435735794,5.816793948667908e-05
97,0.07489880898170548,0.16486375400439224,5.8167883269019584e-05
98,0.07489880898170576,0.1648637435735794,5.8167883269019584e-05
99,0.07489881941251858,0.1648637435735794,5.816793948667908e-05
100,0.07489880898170576,0.16486375400439224,5.8167883269019584e-05
101,0.0748988089817057,0.1648637435735794,5.8167883269019584e-05
102,0.07489881941251852,0.1648637435735794,5.816793948667908e-05
103,0.0748988089817057,0.16486375400439224,5.8167883269019584e-05
104,0.07489880898170576,0.1648637435735794,5.8167883269019584e-05
105,0.07489881941251858,0.1648637435735794,5.816793948667908e-05
106,0.07489880898170576,0.16486375400439224,5.8167883269019584e-05
107,0.0748988089817057,0.1648637435735794,5.8167883269019584e-05
108,0.07489881941251852,0.1648637435735794,5.816793948667908e-05
109,0.0748988089817057,0.16486375400439224,5.8167883269019584e-05
110,0.07489708051972377,0.1648637435735794,5.8172518838654384e-05
111,0.07489823190805522,0.1648637435735794,5.8166975916433066e-05
112,0.07489824233886805,0.1648637435735794,5.816779262324107e-05
113,0.07489823190805522,0.16486375400439224,5.8166975916433066e-05
114,0.07489754816528438,0.1648637435735794,5.816917596876928e-05
115,0.07489796758900669,0.1648637435735794,5.81703939622795e-05
116,0.07489813653076216,0.1648637435735794,5.816793753190699e-05
117,0.07489819515411561,0.1648637435735794,5.816964509245784e-05
118,0.0748982223740795,0.1648637435735794,5.8168204547767256e-05
119,0.07489823010639429,0.1648637435735794,5.816708476373675e-05
